referencia;numero;cnpj_cpf_cliente;descricao;servicos.referencia;servicos.quantidade;servicos.complemento;data_vigencia_inicial;data_vigencia_final;observacao_nao_fiscal;servicos.valor_unitario;dia_vencimento;data_primeiro_vencimento;data_proximo_reajuste;codigo_vendedor;situacao;recorrencia;tipo_faturamento;indice_reajuste;codigo_banco_conta;codigo_forma_pagamento;codigo_plano_contas;codigo_condicao_pagamento;observacao_fiscal
1461;1461;44.201.239/0001-03;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/04/2024;;Fidelidade 11/04/2025;342,21;20;20/02/2025;01/04/2025;1;1;1;1;0;14;5;89;;
1297;1297;17.980.599/0001-70;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/05/2024;;Fidelidade 30/04/2025;143,17;15;15/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1298;1298;28.898.935/0001-56;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 01/05/2025;226,17;25;25/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1309;1309;13.672.756/0001-29;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 30/04/2025;175,89;14;14/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1353;1353;21.821.740/0001-69;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 30/04/2025;251,79;22;22/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1374;1374;81.337.909/0001-31;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 30/04/2025;230,42;15;15/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1379;1379;08.689.469/0002-72;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 30/04/2025;284,69;5;5/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1430;1430;28.652.192/0001-30;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/05/2024;;Fidelidade 30/04/2025;73,40;15;15/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1445;1445;30.533.943/0001-40;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 30/04/2025;278,90;10;10/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1446;1446;21.733.172/0001-44;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 27/05/2025;343,00;15;15/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1454;1454;07.272.690/0008-53;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 30/04/2025;396,10;15;15/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1456;1456;07.272.690/0003-49;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 30/04/2025;396,10;15;15/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1517;1517;35.718.034/0001-09;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/05/2024;;Fidelidade 30/04/2025;150,00;15;15/02/2025;01/05/2025;1;1;1;1;0;14;5;89;;
1605;1605;43.546.017/0001-51;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;09/05/2024;;Fidelidade 08/05/2025;220,00;15;15/02/2025;09/05/2025;1;1;1;1;0;14;5;89;;
1599;1599;72.566.573/0001-98;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;12/05/2024;;Fidelidade 11/05/2025;235,00;15;15/02/2025;12/05/2025;1;1;1;1;0;14;5;89;;
1601;1601;44.437.505/0001-93;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;12/05/2024;;Fidelidade 11/05/2025;270,00;15;15/02/2025;12/05/2025;1;1;1;1;0;14;5;89;;
1595;1595;47.490.935/0001-67;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;15/05/2024;;Fidelidade 14/05/2025;140,00;15;15/02/2025;15/05/2025;1;1;1;1;0;14;5;89;;
1589;1589;57.394.346/0001-39;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;20/05/2024;;Fidelidade 19/05/2025;215,45;15;15/02/2025;20/05/2025;1;1;1;1;0;14;5;89;;
1609;1609;41.552.919/0001-75;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;26/07/2024;11/10/2024;Fidelidade 24/07/2025;220,00;10;10/02/2025;;1;2;1;1;0;14;5;89;;
1591;1591;42.431.847/0001-70;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;20/05/2024;;Fidelidade 19/05/2025;350,00;15;15/02/2025;20/05/2025;1;1;1;1;0;14;5;89;;
1593;1593;54.844.516/0001-41;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;20/05/2024;;Fidelidade 19/05/2025;252,80;15;15/02/2025;20/05/2025;1;1;1;1;0;14;5;89;;
1765;1765;29.832.960/0001-08;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;18/09/2024;11/10/2024;Fidelidade 17/09/2025;500,00;15;15/02/2025;;1;2;1;1;0;14;5;89;;
1587;1587;54.972.335/0001-09;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;23/05/2024;;Fidelidade 22/05/2025;299,00;15;15/02/2025;23/05/2025;1;1;1;1;0;14;5;89;;
1585;1585;31.609.160/0002-47;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;26/05/2024;;Fidelidade 25/05/2025;299,00;15;15/02/2025;26/05/2025;1;1;1;1;0;14;5;89;;
1581;1581;49.267.346/0001-40;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;27/05/2024;;Fidelidade 26/05/2025;287,00;15;15/02/2025;27/05/2025;1;1;1;1;0;14;5;89;;
1583;1583;29.048.237/0001-24;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;27/05/2024;;Fidelidade 26/05/2025;349,50;15;15/02/2025;27/05/2025;1;1;1;1;0;14;5;89;;
1302;1302;95.857.165/0001-90;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;369,57;14;14/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1305;1305;04.771.825/0001-60;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/06/2024;;Fidelidade 31/05/2025;135,70;10;10/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1317;1317;03.365.007/0001-03;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 09/06/2025;236,94;20;20/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1319;1319;07.345.326/0001-08;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;231,79;20;20/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1320;1320;08.677.501/0001-19;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/06/2024;;Fidelidade 31/05/2025;149,70;19;19/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1364;1364;29.484.180/0001-06;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;241,25;24;24/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1382;1382;33.362.663/0001-05;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;316,01;20;20/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1383;1383;22.468.850/0001-51;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;282,26;24;24/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1384;1384;26.355.791/0001-66;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/06/2024;;Fidelidade 31/05/2025;140,01;25;25/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1399;1399;32.784.577/0001-28;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;185,24;10;10/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1400;1400;41.269.574/0001-47;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;307,70;28;28/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1433;1433;47.351.201/0001-05;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 05/06/2025;198,08;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1449;1449;73.801.359/0001-31;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 23/06/2025;355,00;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1450;1450;03.384.251/0001-05;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 20/06/2025;589,90;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1789;1789;05.150.577/0001-01;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;30/09/2024;11/10/2024;;263,51;20;20/02/2025;;1;2;1;1;0;14;5;89;;
1462;1462;05.904.269/0001-16;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/06/2024;;Fidelidade 31/05/2025;149,70;1;1/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1503;1503;54.233.763/0001-01;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;229,00;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1507;1507;12.756.968/0001-21;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;248,50;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1509;1509;55.539.151/0001-04;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;250,00;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1511;1511;39.505.229/0001-13;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/06/2024;;Fidelidade 31/05/2025;100,00;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1513;1513;41.329.543/0001-34;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;259,80;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1515;1515;54.206.717/0001-13;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;289,00;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1525;1525;55.015.164/0001-84;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;240,00;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1527;1527;54.895.171/0001-55;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;;Fidelidade 31/05/2025;250,00;15;15/02/2025;01/06/2025;1;1;1;1;0;14;5;89;;
1613;1613;54.068.203/0001-49;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;19/06/2024;;Fidelidade 18/06/2025;185,00;15;15/02/2025;19/06/2025;1;1;1;1;0;14;5;89;;
1597;1597;28.466.736/0001-79;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;24/06/2024;;Fidelidade 23/06/2025;189,90;15;15/02/2025;24/06/2025;1;1;1;1;0;14;5;89;;
1341;1341;13.972.268/0001-37;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;299,41;27;27/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1342;1342;85.277.994/0001-40;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;293,59;14;14/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1343;1343;11.578.702/0001-73;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/07/2024;;Fidelidade 30/06/2025;160,04;25;25/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1344;1344;07.240.265/0001-06;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;260,10;24;24/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1348;1348;10.652.065/0001-75;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/07/2024;;Fidelidade 30/06/2025;130,81;20;20/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1352;1352;25.292.347/0001-86;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/07/2024;;Fidelidade 30/06/2025;132,43;10;10/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1354;1354;08.297.721/0001-17;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/07/2024;;Fidelidade 30/06/2025;151,34;25;25/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1356;1356;07.324.766/0001-70;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;185,60;15;15/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1360;1360;13.996.051/0001-67;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;278,48;15;15/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1368;1368;28.606.277/0001-81;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;258,48;10;10/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1369;1369;29.160.993/0001-40;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;246,84;10;10/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1370;1370;11.646.698/0001-33;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;266,02;10;10/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1372;1372;29.851.245/0001-04;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/07/2024;;Fidelidade 30/06/2025;196,04;22;22/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1373;1373;07.493.209/0001-83;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;262,03;25;25/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1385;1385;10.323.645/0001-19;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;242,33;16;16/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1390;1390;37.555.467/0001-08;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;192,24;25;25/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1401;1401;28.037.691/0001-17;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;222,87;22;22/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1403;1403;28.017.644/0001-01;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;197,09;28;28/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1406;1406;29.191.099/0002-19;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;257,72;28;28/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1417;1417;43.418.297/0001-12;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;166,72;10;10/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1419;1419;34.512.805/0001-36;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;241,89;15;15/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1768;1768;04.962.283/0005-37;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;18/09/2024;22/10/2024;Fidelidade 17/09/2025;759,60;10;10/02/2025;;1;2;1;1;0;14;5;89;;
1736;1736;44.838.637/0001-27;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;05/09/2024;29/10/2024;Fidelidade 04/09/2025;289,91;5;5/02/2025;;1;2;1;1;0;14;5;89;;
1420;1420;06.910.424/0001-70;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/07/2024;;Fidelidade 30/06/2025;192,02;10;10/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1429;1429;95.769.212/0001-44;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;362,72;5;5/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1434;1434;38.204.136/0001-96;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;968,12;15;15/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1529;1529;48.348.263/0001-12;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/07/2024;;Fidelidade 30/06/2025;1360,00;15;15/02/2025;01/07/2025;1;1;1;1;0;14;5;89;;
1519;1519;19.963.351/0001-26;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;01/11/2024;Fidelidade 31/05/2025;240,00;15;15/02/2025;;1;2;1;1;0;14;5;89;;
1108;1108;15.754.464/0001-60;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;11/07/2024;;Fidelidade 10/07/2025;229,90;1;1/02/2025;11/07/2025;1;1;1;1;0;14;5;89;;
1986;1986;30.479.586/0001-80;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;30/10/2024;01/11/2024;Fidelidade 29/10/2025;207,92;25;25/02/2025;;1;2;1;1;0;14;5;89;;
1465;1465;36.433.722/0001-87;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;16/07/2024;;Fidelidade 15/07/2025;329,70;15;15/02/2025;16/07/2025;1;1;1;1;0;14;5;89;;
1473;1473;32.442.858/0001-00;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;18/07/2024;;Fidelidade 17/07/2025;289,80;15;15/02/2025;18/07/2025;1;1;1;1;0;14;5;89;;
1672;1672;56.212.415/0001-83;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;12/08/2024;06/11/2024;Fidelidade 11/08/2025;500,00;20;20/02/2025;;1;2;1;1;0;14;5;89;;
1567;1567;01.034.866/0001-86;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;19/07/2024;;Fidelidade 18/07/2025;379,80;10;10/02/2025;19/07/2025;1;1;1;1;0;14;5;89;;
1603;1603;29.484.180/0001-06;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;24/07/2024;;Fidelidade 23/07/2025;39,00;24;24/02/2025;24/07/2025;1;1;1;1;0;14;5;89;;
1663;1663;57.976.079/0001-08;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;26/07/2024;;Fidelidade 25/07/2025;332,40;10;10/02/2025;26/07/2025;1;1;1;1;0;14;5;89;;
1627;1627;49.054.816/0001-97;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;30/07/2024;;Fidelidade 29/07/2025;249,50;15;15/02/2025;30/07/2025;1;1;1;1;0;14;5;89;;
1646;1646;49.451.779/0001-50;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;06/08/2024;;Fidelidade 05/08/2025;100,00;10;10/02/2025;06/08/2025;1;1;1;1;0;14;5;89;;
1666;1666;03.851.182/0001-00;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;09/08/2024;;Fidelidade 08/08/2025;296,91;15;15/02/2025;09/08/2025;1;1;1;1;0;14;5;89;;
1675;1675;51.305.927/0001-70;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;12/08/2024;;Fidelidade 11/08/2025;275,42;15;15/02/2025;12/08/2025;1;1;1;1;0;14;5;89;;
1447;1447;54.834.707/0001-22;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;08/11/2024;Fidelidade 02/06/2025;278,00;15;15/02/2025;;1;2;1;1;0;14;5;89;;
1387;1387;09.554.290/0001-90;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/07/2024;11/11/2024;Fidelidade 30/06/2025;214,32;10;10/02/2025;;1;2;1;1;0;14;5;89;;
1688;1688;33.813.538/0001-74;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;19/08/2024;;Fidelidade 18/08/2025;259,90;15;15/02/2025;19/08/2025;1;1;1;1;0;14;5;89;;
1699;1699;40.489.662/0001-91;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;23/08/2024;;Fidelidade 22/08/2025;259,90;10;10/02/2025;23/08/2025;1;1;1;1;0;14;5;89;;
1111;1111;53.900.418/0001-11;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;10/07/2024;18/11/2024;Fidelidade 09/07/2025;249,00;10;10/02/2025;;1;2;1;1;0;14;5;89;;
1706;1706;33.141.338/0001-12;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;23/08/2024;;Fidelidade 22/08/2025;150,00;15;15/02/2025;23/08/2025;1;1;1;1;0;14;5;89;;
1709;1709;04.518.434/0001-39;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;23/08/2024;;Fidelidade 22/08/2025;325,44;10;10/02/2025;23/08/2025;1;1;1;1;0;14;5;89;;
1718;1718;76.587.518/0001-35;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;29/08/2024;;Fidelidade 28/08/2025;299,90;15;15/02/2025;29/08/2025;1;1;1;1;0;14;5;89;;
1721;1721;47.809.387/0001-95;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;29/08/2024;;Fidelidade 28/08/2025;250,00;15;15/02/2025;29/08/2025;1;1;1;1;0;14;5;89;;
1725;1725;43.547.101/0001-90;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;30/08/2024;;Fidelidade 29/08/2025;300,00;20;20/02/2025;30/08/2025;1;1;1;1;0;14;5;89;;
1728;1728;37.411.289/0001-41;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;30/08/2024;;Fidelidade 29/08/2025;207,92;20;20/02/2025;30/08/2025;1;1;1;1;0;14;5;89;;
1643;1643;44.201.239/0001-03;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/09/2024;;Fidelidade 31/08/2025;12,90;20;20/02/2025;01/09/2025;1;1;1;1;0;14;5;89;;
1731;1731;53.050.900/0001-00;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;02/09/2024;;Fidelidade 01/09/2025;259,90;10;10/02/2025;02/09/2025;1;1;1;1;0;14;5;89;;
1357;1357;80.735.210/0001-67;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/09/2023;18/11/2024;Fidelidade 31/08/2024;432,47;15;15/02/2025;14/08/2024;1;2;1;1;0;14;5;89;;
1739;1739;54.757.293/0001-85;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;05/09/2024;;Fidelidade 04/09/2025;259,90;20;20/02/2025;05/09/2025;1;1;1;1;0;14;5;89;;
1742;1742;55.769.845/0001-38;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;11/09/2024;;Fidelidade 10/09/2025;300,00;5;5/02/2025;11/09/2025;1;1;1;1;0;14;5;89;;
1523;1523;55.603.876/0001-14;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/06/2024;18/11/2024;Fidelidade 31/05/2025;229,90;15;15/02/2025;;1;2;1;1;0;14;5;89;;
1748;1748;29.671.915/0001-00;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;12/09/2024;;Fidelidade 11/09/2025;265,80;10;10/02/2025;12/09/2025;1;1;1;1;0;14;5;89;;
1761;1761;33.302.972/0001-90;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;16/09/2024;;Fidelidade 15/09/2025;259,90;25;25/02/2025;16/09/2025;1;1;1;1;0;14;5;89;;
1448;1448;54.068.566/0001-84;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;01/06/2024;03/12/2024;Fidelidade 31/05/2025;100,00;15;15/02/2025;;1;2;1;1;0;14;5;89;;
1772;1772;28.420.175/0001-77;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;23/09/2024;;;250,00;15;15/02/2025;23/09/2025;1;1;1;1;0;14;5;89;;
1777;1777;57.269.558/0001-94;ASP Hiper Mini 2024 (ASP Softwares Brusque) - Mensal;2;1;;23/09/2024;;;179,91;15;15/02/2025;23/09/2025;1;1;1;1;0;14;5;89;;
1782;1782;34.195.076/0001-31;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;27/09/2024;;;247,92;25;25/02/2025;27/09/2025;1;1;1;1;0;14;5;89;;
1786;1786;36.514.168/0001-62;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;30/09/2024;;;207,92;25;25/02/2025;30/09/2025;1;1;1;1;0;14;5;89;;
1293;1293;81.865.271/0001-01;ASP Varejo - Hiper (ASP Softwares Brusque) - Mensal;6;1;;01/09/2023;16/12/2024;Fidelidade 31/08/2024;265,98;20;20/02/2025;14/08/2024;1;2;1;1;0;14;5;89;;
1989;1989;27.056.272/0001-60;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;31/10/2024;16/12/2024;Fidelidade 30/10/2025;220,00;25;25/02/2025;;1;2;1;1;0;14;5;89;;
1803;1803;55.380.423/0001-76;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;09/10/2024;;;263,33;5;5/02/2025;09/10/2025;1;1;1;1;0;14;5;89;;
1811;1811;58.010.751/0001-79;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;10/10/2024;;;247,00;10;10/02/2025;10/10/2025;1;1;1;1;0;14;5;89;;
1818;1818;42.672.814/0001-12;ASP Varejo - Hiper 2024 (ASP Softwares Brusque) - Mensal;7;1;;14/10/2024;;Fidelidade 15/10/2025;207,92;15;15/02/2025;14/10/2025;1;1;1;1;0;14;5;89;;
